"ID","Attending","Graduate_On","Plan_attend","Completed","Completed_On","Graduated","Graduation_Date","ID_PK","Study","Grad_Date_Change","Completed_Date_Change","Graduation_Date_Change","Degree_Recieved"
"10161","Kaimuki High School","05/14/12 00:00:00","Kapiolani Community College","N/A","01/01/11 00:00:00","N/A","01/01/11 00:00:00","5747","Doctor",,"Year-Only","Year-Only",
"10164","Kaimuki High School","05/19/12 00:00:00","University of South Pacifics ",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5748","Law - Legal Secretary",,"Year-Only","Year-Only",
"10165","Gallia Academy High School","05/01/13 00:00:00","University of Oklahoma",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5749","Orthodontics","Month-Only","Year-Only","Year-Only",
"10171","Timberlake High School","06/10/13 00:00:00","NIC",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5750","Medical",,"Year-Only","Year-Only",
"10172","Timberlake Senior High","06/10/13 00:00:00","University of Idaho",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5751","Creative Writing",,"Year-Only","Year-Only",
"10178","Timberlake High School","06/10/14 00:00:00","University of Montana Western",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5752","Natural Horsemanship",,"Year-Only","Year-Only",
"10167","Timberlake High School","06/09/14 00:00:00","North Idaho College",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5753","Science",,"Year-Only","Year-Only",
"10180","Timberlake High School","06/04/13 00:00:00","North Idaho College","Timberlake Junior High","06/09/09 00:00:00",,"01/01/11 00:00:00","5754","Art",,,"Year-Only",
"10169","Timberlake High School","06/18/14 00:00:00","Whitworth University",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5755","Pschology/Nursing",,"Year-Only","Year-Only",
"10179","Timberlake High School","06/04/13 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5756","Medical Field",,"Year-Only","Year-Only",
"10173","Timberlake High School","06/10/13 00:00:00","University of Colorado at Boulder",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5757","Medicine",,"Year-Only","Year-Only",
"10174","Timberlake High School","06/10/14 00:00:00","Idaho State",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5758","Education",,"Year-Only","Year-Only",
"10176","Timberlake High School","06/09/14 00:00:00","Boise State University",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5759","Teacher",,"Year-Only","Year-Only",
"10185","Timberlake High School","05/30/14 00:00:00","Yale University","Spirit Lake Elementary School","06/06/08 00:00:00","Timberlake Junior High School","06/10/10 00:00:00","5760","Medical Feild",,,,
"10186","Timberake highscool","06/10/14 00:00:00"," boise state","Not completed","01/01/11 00:00:00","Have not grad","01/01/11 00:00:00","5761",,,"Year-Only","Year-Only","HAVE NOT RECEIVED"
"10170","Timberlake High School","06/14/14 00:00:00","North Idaho College",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5762","Biology",,"Year-Only","Year-Only",
"10182","Timberlake High School","06/09/14 00:00:00","The Masters College","Horizon Middle School","06/10/10 00:00:00","NA","06/09/14 00:00:00","5763","Athletic Training",,,,"NA"
"10175","Timberlkae High School","06/01/13 00:00:00","University Of Idaho","N/A","01/01/11 00:00:00","N/A","01/01/11 00:00:00","5764","Criminal Justice/Police Science","Month-Only","Year-Only","Year-Only","N/A"
"10183","Timberlake High School","06/03/14 00:00:00","The Coast Guard","Timberlake Jr. High School","07/05/09 00:00:00",,"01/01/11 00:00:00","5765","Fire Fighting",,,"Year-Only",
"10181","Timberlake Jr/Sr High School","06/09/14 00:00:00","University of Hawaii","Timberlake Junior High School","06/09/10 00:00:00","Timberlake Junior High School","06/09/10 00:00:00","5766","Biology",,,,"NA"
"10193","Timberlake High School","06/01/11 00:00:00","Full Sail University",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5767","Music Production","Month-Only","Year-Only","Year-Only",
"10200","Timberlake High School","06/07/13 00:00:00","University Of Idaho",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5768","Mechanical Engineering",,"Year-Only","Year-Only",
"10194","Timberlake High School","06/09/13 00:00:00","University of Hawai'i ",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5769","Restaurant and Food Service Management",,"Year-Only","Year-Only",
"10196","Timberlake High School","06/10/13 00:00:00","University of Hawai'i",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5770","Restaraunt and Food Services Management",,"Year-Only","Year-Only",
"10206","Timberlake high School","06/09/13 00:00:00","N/A","N/A","01/01/11 00:00:00",,"01/01/11 00:00:00","5771","N/A",,"Year-Only","Year-Only",
"10197","Post Falls High School","06/09/13 00:00:00","Washington State University",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5772","Veterinary Medicine",,"Year-Only","Year-Only",
"10201","Timberlake ","06/09/13 00:00:00","University of Idaho","Sandpoint Middle School","06/10/09 00:00:00",,"01/01/11 00:00:00","5773","Theriputic Administration",,,"Year-Only",
"10191","Timberlake","06/09/13 00:00:00","North Idaho College","Timberlake Jr. High School","06/10/09 00:00:00",,"01/01/11 00:00:00","5774","Massage Therapy",,,"Year-Only",
"10207","Timberlake High School","06/09/13 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5775",,,"Year-Only","Year-Only",
"10192","Timberlake High School","06/09/13 00:00:00","University of Oregon","Timberlake Junior High School","06/10/09 00:00:00",,"01/01/11 00:00:00","5776","Photography",,,"Year-Only",
"10208","Timberlake HIgh School","06/09/13 00:00:00","University of Idaho",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5777"," Engineering",,"Year-Only","Year-Only",
"10195","Timberlake High School","06/09/13 00:00:00","Texas A&M University",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5778","Petroleum Engineering",,"Year-Only","Year-Only",
"10199","Timberlake High School","06/09/13 00:00:00","University Of Pheniox ","Timberlake Middle School","06/10/08 00:00:00","Ceasar Chavez Elementray School","06/12/05 00:00:00","5779","criminal justice",,,,
"10205","Timberlake Sr. High School","06/09/13 00:00:00","Idaho State University",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5780","Dental Hygenistry",,"Year-Only","Year-Only",
"10212","Timberlake Senior High School","06/09/13 00:00:00","Air Force Academy",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5781","Pharmacy and Aviation",,"Year-Only","Year-Only",
"10221","Timberlake High School","06/10/13 00:00:00","None",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5782",,,"Year-Only","Year-Only",
"10225","Timberlake High School","05/31/11 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5783","Psychology",,"Year-Only","Year-Only",
"10219","Timberlake Senior High","06/11/13 00:00:00","The Universaty of Idaho","Timberlake Jr. High","06/09/08 00:00:00","Athol Elementary ","06/06/05 00:00:00","5784","Biology",,,,"N/A"
"10216","Timberlake High School","06/09/13 00:00:00","University of Montana",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5785","Medical Science, Biology, Anatomy and Physiology",,"Year-Only","Year-Only",
"10226","Timber Lake High School","06/07/12 00:00:00","Lackland airforce base",,"01/01/99 00:00:00",,"01/01/11 00:00:00","5786","military actions",,"Year-Only","Year-Only",
"10220","Timberlake HS","06/06/13 00:00:00","Ridgewater College",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5787","Psycology and Art",,"Year-Only","Year-Only",
"10217","Timberlake High school","06/10/13 00:00:00","Apolo college",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5788","veterinarians assistant",,"Year-Only","Year-Only",
"9254","Franklin High School","06/13/13 00:00:00","Lincon College","Franklin Middle School","06/12/09 00:00:00",,"01/01/11 00:00:00","5123","Plumber",,,"Year-Only",
"9279","Franklin High School","06/20/12 00:00:00","Pylmoth State University",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5127","Multi-Media Artsitry/Animation",,"Year-Only","Year-Only",
"9280","Franklin High School","06/16/13 00:00:00","Lincoln Technical Institute",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5129","Cosmetology",,"Year-Only","Year-Only",
"9284","Kenton Senior High School","05/27/12 00:00:00","ITT-Tech","Kenton Middle School","05/27/08 00:00:00",,"01/01/11 00:00:00","5133","Video-Game design",,,"Year-Only",
"9286","Kenton High School","06/01/12 00:00:00","University of Toledo",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5135","Accounting",,"Year-Only","Year-Only",
"9296","Franklin high","06/01/11 00:00:00","Lee Cordon Bleu",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5137","chief","Month-Only","Year-Only","Year-Only",
"9265","Franklin High ","06/12/13 00:00:00","Army ",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5138","law enforcement ",,"Year-Only","Year-Only",
"9299",,"01/01/11 00:00:00","Community College of Philadelphia","Franklin Towne Charter High School","06/05/08 00:00:00",,"01/01/11 00:00:00","5139","Criminology","Year-Only",,"Year-Only",
"9311","Sault Area High School","05/29/13 00:00:00","NA","NA","01/01/11 00:00:00","NA","01/01/11 00:00:00","5140","NA",,"Year-Only","Year-Only","NA"
"9310","Sault area High School","05/31/13 00:00:00","N/a","N/a","01/01/11 00:00:00",,"01/01/11 00:00:00","5141","N/a",,"Year-Only","Year-Only","N/A"
"9314","Sault ste marie","05/25/13 00:00:00","Lake state",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5142","Art",,"Year-Only","Year-Only",
"9316","Sault Area High School","05/31/13 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5143",,,"Year-Only","Year-Only",
"9313","Sault Area High School","05/28/13 00:00:00","Lake Superior Stae University",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5144",,,"Year-Only","Year-Only",
"9308","Sault Area High School","01/01/13 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5145","Medical","Year-Only","Year-Only","Year-Only",
"9324","Sault Area High School","05/24/11 00:00:00","Lake Superior State University",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5146","Radiology",,"Month-Only","Year-Only",
"9306","Sault Area High School","05/31/13 00:00:00","LSSU","Sault Area High school","05/28/20 00:00:00","Sault Area High school","05/31/13 00:00:00","5147","Nursing",,,,"BA"
"9307","Sault Area High School","06/02/13 00:00:00","Michigan Tech","Sault Area Middle School","06/02/09 00:00:00",,"01/01/11 00:00:00","5148","Architectual Engineering",,,"Year-Only",
"9317","Sault area high school","05/29/13 00:00:00","La cordon blue culinary instute","St. mary's catholic school","06/06/09 00:00:00",,"01/01/11 00:00:00","5149","culinary arts",,,"Year-Only",
"9320","Sault Area High School","05/01/13 00:00:00",,,"01/01/11 00:00:00","N/A","01/01/11 00:00:00","5150",,"Month-Only","Year-Only","Year-Only","N/A"
"9601","New Bedford High School","06/24/13 00:00:00","Berklee",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5371","Music Education",,"Year-Only","Year-Only",
"10223","Timberlake High School","05/03/13 00:00:00","Virgina Commonwealth University",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5789","Communication and Buisness Administration",,"Year-Only","Year-Only",
"10214","Timberlake High School","06/04/14 00:00:00","University of Idaho",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5791","English",,"Year-Only","Year-Only",
"10222","Timberlake High School","05/03/13 00:00:00","North Idaho College",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5792","automotive repair",,"Year-Only","Year-Only",
"10224","Timberlake and NIC","06/03/13 00:00:00","University of Idaho",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5793","Biology, wildlife, and law enforcment.",,"Year-Only","Year-Only",
"10215","Timberlake High School","06/09/14 00:00:00","Brigham Young University (BYU) Idaho",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5794","Business",,"Year-Only","Year-Only",
"10218","Timberlake Senior High School","06/02/14 00:00:00","BYU Idaho",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5795","air transportation",,"Year-Only","Year-Only","BATCHLORS"
"10218","Timberlake Senior High School","06/02/14 00:00:00","BYU Idaho",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5796","air transportation",,"Year-Only","Year-Only","BATCHLORS"
"10228","Timberlake Senior High School","06/05/13 00:00:00","North Idaho College",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5797","Social Studies",,"Year-Only","Year-Only",
"10230","Franklin High school ","06/12/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5798","nursing",,"Year-Only","Year-Only",
"10231","Fanklin High School","06/01/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5799",,"Month-Only","Year-Only","Year-Only",
"10139","Franklin High school","06/20/15 00:00:00","Harverd University",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5800",,,"Year-Only","Year-Only",
"10140","Franklin High School","06/12/13 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5801","Marine biology",,"Year-Only","Year-Only",
"10138","Franklin High School","06/21/11 00:00:00","Plymouth college",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5802","business administration",,"Year-Only","Year-Only",
"10233","Franklin high school","01/01/14 00:00:00",,"Middle school ","01/01/08 00:00:00","Middle school","01/01/08 00:00:00","5803",,"Year-Only","Year-Only","Year-Only",
"10235","Franklin high school","06/12/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5804",,,"Year-Only","Year-Only",
"10177","Timberlake High School","05/25/13 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5805",,,"Year-Only","Year-Only",
"10190","Timberlake High School","06/13/14 00:00:00","Air Force Academy",,"01/01/12 00:00:00",,"01/01/12 00:00:00","5806","Medical",,"Year-Only","Year-Only",
"10189","Timberlake High School","06/09/13 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5807",,,"Year-Only","Year-Only",
"10184","Timberlake High School","06/09/14 00:00:00","Organ state ",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5808","buisness adminastration",,"Year-Only","Year-Only",
"10237","Timberlake High School","06/01/14 00:00:00","Juliard",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5809","Acting",,"Year-Only","Year-Only",
"10238","Timberlake Senior High School","06/05/14 00:00:00","North Idaho College",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5810","Forestry",,"Year-Only","Year-Only",
"10147","Timberlake High School","06/01/11 00:00:00","Boise State University",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5811","Business Administration",,"Year-Only","Year-Only",
"10239","Timberlake Senior High School","06/09/14 00:00:00","Hawaii Medical School","Morticianary","04/27/20 00:00:00","Washington State Mortician school","07/26/11 00:00:00","5812","Medical",,,,"BA"
"10240","Franklin high school","06/12/12 00:00:00","Northern ohio ",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5813","automotive teach",,"Year-Only","Year-Only",
"10240","Franklin high school","06/12/12 00:00:00","Northern ohio ",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5814","automotive teach",,"Year-Only","Year-Only",
"10209","Timberlake High School","06/09/13 00:00:00","Lewis and Clark State College",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5815","Special Education",,"Year-Only","Year-Only",
"10204","Timberlake High School","06/09/13 00:00:00","Idaho State University",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5816",,,"Year-Only","Year-Only",
"10202","Timberlake High School","06/09/13 00:00:00","Oregon State University",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5817","Nursing",,"Year-Only","Year-Only",
"10246","Timberlake High School","06/09/13 00:00:00","San Jose State University",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5818","Human Anatomy",,"Year-Only","Year-Only",
"10242","Timberlake Highschool","06/01/13 00:00:00","University of Idaho",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5819","Computer Science","Month-Only","Year-Only","Year-Only",
"10203","Timberlake Senior High","06/04/13 00:00:00","North Idaho College",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5820","english",,"Year-Only","Year-Only","MBA"
"10203","Timberlake Senior High","06/04/13 00:00:00","North Idaho College",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5821","english",,"Year-Only","Year-Only","MBA"
"10203","Timberlake Senior High","06/04/13 00:00:00","North Idaho College",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5822","english",,"Year-Only","Year-Only","MBA"
"10245","Timberlake High School","06/09/13 00:00:00","North Idaho College",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5823","Science",,"Year-Only","Year-Only",
"10244","Kaimuki High School","05/19/12 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5824",,,"Year-Only","Year-Only",
"10227","Timberlake Sr. High School","06/10/13 00:00:00","Art Institute of Seattle",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5790","Pastry",,"Year-Only","Year-Only",
"10213","Timberlake High School","06/10/13 00:00:00","North Idaho college",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5825",,,"Year-Only","Year-Only",
"10253","Timberlake High School","06/05/13 00:00:00","North Idaho College","Timberlake Junior High School","06/09/09 00:00:00",,"01/01/11 00:00:00","5826","Nursing",,,"Year-Only",
"10256","Kaimuki High School","05/19/12 00:00:00","California College of the Arts","Washington Middle School","06/07/08 00:00:00",,"01/01/11 00:00:00","5827","Animation",,,"Year-Only",
"10258","Kamuki High School","05/19/12 00:00:00","University of Hawaii at Manoa",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5828","Electrical Engineering",,"Year-Only","Year-Only",
"10259","Kaimuki High School","05/24/12 00:00:00","U.S Marines Basic Training",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5829",,,"Year-Only","Year-Only",
"10260","Kaimuki High School","05/01/12 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5830",,"Month-Only","Year-Only","Year-Only",
"10263","Franklin high school","06/25/14 00:00:00","Ney york law school",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5831","law",,"Year-Only","Year-Only",
"10142","Franklin High school","06/12/13 00:00:00","Franklin High school",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5832",,,"Year-Only","Year-Only",
"10143","Franklin High School","06/18/14 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5833","animal care",,"Year-Only","Year-Only",
"10266","Franklin high school","06/30/11 00:00:00","Milaitary ","Franklin middle school","06/16/11 00:00:00","Franklin middle school","06/30/11 00:00:00","5834","sniper",,,,"AA"
"10267","Franklin high school","06/06/13 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5835","x-ray tech",,"Year-Only","Year-Only",
"10269","Franklin HIgh School","06/09/13 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5836","Nursing",,"Year-Only","Year-Only",
"10268","Franklin High School","08/24/14 00:00:00","Palm Beach Community College","U.S.Army Basic Training","12/25/20 00:00:00","Palm Beach Senior High","08/24/25 00:00:00","5837","Cooking",,,,"MBA"
"10271","Kaimuki High School","05/19/11 00:00:00","New Hope Christian College",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5838","Christian Ministry",,"Year-Only","Year-Only",
"10254","Timberlake High School","06/09/13 00:00:00","North Idaho College",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5839","Drafting",,"Year-Only","Year-Only",
"10273","Timberlake Highschool ","06/03/13 00:00:00","Itt Technical school",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5840","Computerized drafting",,"Year-Only","Year-Only",
"10272","Timberlake High School","06/01/14 00:00:00","North Idaho Collage ","None","01/01/11 00:00:00","None","01/01/11 00:00:00","5841","Music, Social ","Month-Only","Year-Only","Year-Only","NONE"
"10275","Kaimuki High school","05/19/12 00:00:00","Oregon State University",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5842","Pre- Medicine",,"Year-Only","Year-Only",
"10276","Kaimuki High School","05/19/12 00:00:00","Undecided",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5843","Education",,"Year-Only","Year-Only",
"10277","Kaimuki High School","05/19/12 00:00:00","University of Manoa or Hawaii Pacific University",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5844","Nursing",,"Year-Only","Year-Only",
"10279","Franklin High","06/12/15 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5845",,,"Year-Only","Year-Only",
"10280","Franklin High School","06/16/13 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5846",,,"Year-Only","Year-Only",
"10255","Timberlake High School","06/13/11 00:00:00","North Idaho College","Tiberlake Junior HIgh","06/13/08 00:00:00",,"01/01/11 00:00:00","5847","Business Administration",,,"Year-Only",
"10241","Kings Mountain High School","06/08/11 00:00:00","Gardner Webb University",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5848","Business Administration",,"Year-Only","Year-Only",
"10264","Kaimuki High School","05/19/12 00:00:00","University of Hilo",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5849","Psychology/Business",,"Year-Only","Year-Only",
"9868",,"01/01/11 00:00:00",," Central Lakes College","05/31/97 00:00:00","Brainerd Senior High School","05/29/95 00:00:00","5850",,"Year-Only",,,"30 SEMESTER HOURS COMPLETED"
"10292","Kaimuki High","05/19/11 00:00:00","University of Hawaii",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5851","Undecided",,"Year-Only","Year-Only",
"10293","Kaimuki high school","05/19/12 00:00:00","Heald College Honolulu Hawaii",,"01/01/11 00:00:00","I","01/01/11 00:00:00","5852","administrative or hospitality/ tourism manage",,"Year-Only","Year-Only",
"10295","Kaimuki High School","05/19/12 00:00:00","Kapiolani Community College","Washington Middle School","06/01/08 00:00:00",,"01/01/11 00:00:00","5853","Information Technology",,"Month-Only","Year-Only",
"10296","Kaimuki High School","05/16/12 00:00:00","Kapiolani Community College",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5854","Interior Design",,"Year-Only","Year-Only",
"10297","Kaimuki High School","05/16/12 00:00:00","Kapiolani Community College",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5855","Business",,"Year-Only","Year-Only",
"10298","Manila High School","05/14/12 00:00:00","Arkansas Northestern College",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5856","Nursing",,"Year-Only","Year-Only",
"10299","Manila High School","05/14/12 00:00:00","Arkansas Northeastern College",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5857","nursing",,"Year-Only","Year-Only",
"10283","Kaimuki High School","05/19/12 00:00:00","Kapi' olani Community College",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5858","Accounting",,"Year-Only","Year-Only",
"10166",,"01/01/11 00:00:00",,"University of Idaho","05/27/79 00:00:00","Eastern Washington University","06/01/81 00:00:00","5859",,"Year-Only",,"Month-Only","BA IN EDUCATION"
"10301","Manila High School ","05/14/12 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5860","nursing",,"Year-Only","Year-Only",
"10312","Franklin High School","01/01/15 00:00:00","Simmons College","Franklin Middle School","01/01/11 00:00:00",,"01/01/11 00:00:00","5861","Accounting","Year-Only","Year-Only","Year-Only",
"10309","Kaimuki High School.","05/25/12 00:00:00","Honolulu Community College",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5862","Technology",,"Year-Only","Year-Only",
"10311","Franklin high school","06/20/13 00:00:00",,"Franklin middle school","06/16/09 00:00:00",,"01/01/11 00:00:00","5863",,,,"Year-Only",
"10313","Franklin High School Adult Ed","02/28/11 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5864",,,"Year-Only","Year-Only",
"10315","Manila High School","05/14/12 00:00:00","ANC",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5865",,,"Year-Only","Year-Only",
"10318","Kaimuki high school","05/01/11 00:00:00","Miliatry",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5866","army","Month-Only","Year-Only","Year-Only",
"10320","Manila High School","05/14/12 00:00:00","Arkansas Northeastern College",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5867","Nursing (R.N.)",,"Year-Only","Year-Only",
"10323","Kaimuki High School","05/16/11 00:00:00","Kapiolani Community College",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5868","Nursing",,"Year-Only","Year-Only","HIGH SCHOOL DIPLOMA"
"10324","ManilaHigh School","01/01/11 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5869",,"Year-Only","Year-Only","Year-Only",
"10325","Kaimuki High School","05/19/12 00:00:00","Grand Canyon University","Kaimuki High School","05/19/12 00:00:00","Kaimuki High School","05/19/12 00:00:00","5870","Communciations",,,,"HIGH SCHOOL DIPLOMA"
"10328","Kaimuki High School","05/19/12 00:00:00","Kapiolani Community College",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5871","Business",,"Year-Only","Year-Only",
"10329","Kaimuki High School","05/16/12 00:00:00","Kapiolani community college","Washington Middle School","06/01/09 00:00:00","Hokulani Elementary School","06/01/06 00:00:00","5872","undecided",,"Month-Only","Month-Only",
"10330","Kaimuki high school","05/19/12 00:00:00","Kapiolani community college",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5873","culinary",,"Year-Only","Year-Only",
"10333","Kaimuki High School","05/16/12 00:00:00","Honolulu Community College",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5875","Music Engineering",,"Year-Only","Year-Only",
"10334","Kaimuki","05/12/12 00:00:00","Honolulu Community Colleg",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5876","auto mechnices repair and maintanice",,"Year-Only","Year-Only",
"10335","Kaimuki High School","05/01/12 00:00:00","New Hope Christian College",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5877","Pastoral/ Worship","Month-Only","Year-Only","Year-Only",
"10336","Kaimuki High School","05/19/12 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5878",,,"Year-Only","Year-Only",
"10338","Kaimuki High","05/20/11 00:00:00","University of Hawaii",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5879","Accounting",,"Year-Only","Year-Only",
"10341","Kaimuki High School","05/16/12 00:00:00","Honolulu Community College",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5880","Mele program",,"Year-Only","Year-Only",
"10342","Kaimuki High School","05/19/11 00:00:00","Kapiolani community college",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5881","Culinary arts ",,"Year-Only","Year-Only",
"10343","Kaimuki High school","05/21/12 00:00:00","Menlo University","N/A","01/01/11 00:00:00",,"01/01/11 00:00:00","5882","Business Administration",,"Year-Only","Year-Only",
"10345","Kaimuki High School","05/19/12 00:00:00","UH or HPU or KCC","Washington Middle School","05/01/08 00:00:00",,"01/01/11 00:00:00","5883","Nursing",,"Month-Only","Year-Only",
"10345","Kaimuki High School","05/19/12 00:00:00","UH or HPU or KCC","Washington Middle School","05/01/08 00:00:00",,"01/01/11 00:00:00","5884","Nursing",,"Month-Only","Year-Only",
"10346","Kaimuki High School","05/19/12 00:00:00","KCC",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5885","Nursing ",,"Year-Only","Year-Only",
"10347","Kaimuki High school","05/10/12 00:00:00","Honolulu community college",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5886",,,"Year-Only","Year-Only",
"10285","Kaimuki High School","05/19/12 00:00:00",,,"01/01/11 00:00:00",,"01/01/11 00:00:00","5887",,,"Year-Only","Year-Only",
"10349","Kaimuki High School","05/19/12 00:00:00","UH Manoa ",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5888","Liberal Arts",,"Year-Only","Year-Only",
"10350","Kaimuki High School","05/19/12 00:00:00","Kapiolani Community College",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5889","Psychology",,"Year-Only","Year-Only",
"10351","Kaimuki High school","05/19/12 00:00:00","Kapiolani Community College",,"01/01/11 00:00:00",,"01/01/11 00:00:00","5890","Dental",,"Year-Only","Year-Only",
